ruta_relativa,nombre,extension,tipo,corpus_inferido,tamano_bytes,tamano_humano,modificado,sha256,hash_omitido
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_262.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_262.txt,.txt,texto,C-JEP-oral,3151,3.1 KB,2026-04-25T19:25:23,1535a1d3753ebbca4faf3d582fe3d2e909d048afa13d42d002f8506a4ac25a9b,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_263.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_263.txt,.txt,texto,C-JEP-oral,2976,2.9 KB,2026-04-25T19:25:23,bdff8f1c18b539f94f087d15c7223651b9401a4564e09c75d8ad096e3e545d76,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_264.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_264.txt,.txt,texto,C-JEP-oral,2856,2.8 KB,2026-04-25T19:25:23,cfcdd9920a9c4d1ebc283e6ae7005c8a78bb085c4eaaccc76a32035724987c47,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_265.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_265.txt,.txt,texto,C-JEP-oral,1423,1.4 KB,2026-04-25T19:25:23,c0e9d2a133f9566f2509f9a9b0ddadec7b49e0e6c88443e11bca4991fbb36c74,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_266.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_266.txt,.txt,texto,C-JEP-oral,1535,1.5 KB,2026-04-25T19:25:23,83195bfc6cba39a583357b28200540258504866988510bf3ab26cbb4ad9c1812,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_267.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_267.txt,.txt,texto,C-JEP-oral,2957,2.9 KB,2026-04-25T19:25:23,4d589d11fde255add8ce74fbc7d3aed012bf2e79ef00d94731a416e1b0eb8622,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_268.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_268.txt,.txt,texto,C-JEP-oral,2396,2.3 KB,2026-04-25T19:25:23,23ec672169e7276f17ede943613c2866acb3fd8aaa482b0466c96a21da5f5994,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_269.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_269.txt,.txt,texto,C-JEP-oral,2757,2.7 KB,2026-04-25T19:25:23,65bf13e6b66f5ece3c4ee74e5bba96529e46331fb99aef5fbf5e5d4f0dea17c1,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_27.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_27.txt,.txt,texto,C-JEP-oral,2486,2.4 KB,2026-04-25T19:25:22,3ffb0064ca312666d3b7bae3cdc9af87bb59e2c92326fd8021094350533bee1d,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_270.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_270.txt,.txt,texto,C-JEP-oral,2586,2.5 KB,2026-04-25T19:25:23,da23285ae840032805bedb25d03d49dbfeab9dee918afc349f2d4f2ab5706bad,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_271.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_271.txt,.txt,texto,C-JEP-oral,2675,2.6 KB,2026-04-25T19:25:23,dc826f908910a00c74b8f8f81e03f385197a62033afdc4289602a044d2aa2c14,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_272.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_272.txt,.txt,texto,C-JEP-oral,2540,2.5 KB,2026-04-25T19:25:23,0e1c5d06084a33bf9d06285766aba036a054208c33560fc1144816f16b85afe7,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_273.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_273.txt,.txt,texto,C-JEP-oral,2572,2.5 KB,2026-04-25T19:25:23,dc00764575d14980b73a819bec2436f3ceeb8c196f33baa60d7863fbcaac8567,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_274.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_274.txt,.txt,texto,C-JEP-oral,2273,2.2 KB,2026-04-25T19:25:23,3dd54bb368bd9b12117aa48505a1f1124c167250d86e3031a5684748713d26a5,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_275.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_275.txt,.txt,texto,C-JEP-oral,173,173 B,2026-04-25T19:25:23,4f79d171621bfe24b067500139f144d30cb1422c8747292db26f9dc648394715,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_276.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_276.txt,.txt,texto,C-JEP-oral,287,287 B,2026-04-25T19:25:23,eff30be40a012fb773335bf73ef001562b0072d887e59aff3c0451ecb30eddb7,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_277.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_277.txt,.txt,texto,C-JEP-oral,2592,2.5 KB,2026-04-25T19:25:23,20c7a41432082f7d79fa2c237400db021fa14c711ea5e6c822636dcad977ca31,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_278.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_278.txt,.txt,texto,C-JEP-oral,2317,2.3 KB,2026-04-25T19:25:23,1916dd09ee7f674914fad3084f1b2073310532fcc9559ad2ebdabeb8a1685ff5,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_279.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_279.txt,.txt,texto,C-JEP-oral,2853,2.8 KB,2026-04-25T19:25:23,b8c1dd9f536edb0c5faec1ad6fb96c17be973ebb76db33f9515bc59ff4a2e048,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_28.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_28.txt,.txt,texto,C-JEP-oral,2381,2.3 KB,2026-04-25T19:25:22,ec3e324ca98c221e6c56353da2e72e89374442a6c20130f274c25aac65ceb0b7,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_280.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_280.txt,.txt,texto,C-JEP-oral,768,768 B,2026-04-25T19:25:23,2a33898a10552f5a2af083238f09adcecc744cea270e7590d80627282ed10c0a,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_281.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_281.txt,.txt,texto,C-JEP-oral,359,359 B,2026-04-25T19:25:23,5fc10eeaaa4eeba50f0dd3fa84141a3b1f122462e6c1e9b5346752125cc9f7a6,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_283.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_283.txt,.txt,texto,C-JEP-oral,3669,3.6 KB,2026-04-25T19:25:23,c28764eddb8b9241a4e326ef34e3f74051a041cb1a2f2cbfa823a44df8abeea4,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_284.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_284.txt,.txt,texto,C-JEP-oral,2808,2.7 KB,2026-04-25T19:25:23,8e2b010fcece8af47f500b491e8659f9e64637cb40c710ca157ed639379a200d,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_285.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_285.txt,.txt,texto,C-JEP-oral,3373,3.3 KB,2026-04-25T19:25:23,626cdafa0f7a6be6e461084d8c6d983e15a36a19f524f75aa19b54a780cba1bf,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_286.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_286.txt,.txt,texto,C-JEP-oral,3206,3.1 KB,2026-04-25T19:25:23,d50e235abe92a4a3822d260d66e14356a9cfe53d8e84af2fa5a6f36ca0792fd0,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_287.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_287.txt,.txt,texto,C-JEP-oral,2371,2.3 KB,2026-04-25T19:25:23,170053cfae0d2a4b2964ff5b0c6965feddc53d212424a57980f901b117910897,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_288.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_288.txt,.txt,texto,C-JEP-oral,556,556 B,2026-04-25T19:25:23,22bbfb4d20e1f4e7cd056872bc70f62c66a756ad3481f5bf7157796d0cfdb8c1,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_289.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_289.txt,.txt,texto,C-JEP-oral,2877,2.8 KB,2026-04-25T19:25:23,31a1126d5d27d509a2893f821aa1a8470a263255e5c55c47a9d4614d966764f9,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_29.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_29.txt,.txt,texto,C-JEP-oral,341,341 B,2026-04-25T19:25:22,0c283f59756410ffce31000bcfa012b9ff6cb7f0f73534fb90ba231873b78416,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_290.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_290.txt,.txt,texto,C-JEP-oral,2746,2.7 KB,2026-04-25T19:25:23,8b061d7b543eda9372433867b55ff91b96da977476c7efb511c901455ca5c9b2,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_291.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_291.txt,.txt,texto,C-JEP-oral,3122,3.0 KB,2026-04-25T19:25:23,80e48cdc15a6db0ea2be1d095fee96f871285e9e0bf3957066bdf80c05a222a6,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_292.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_292.txt,.txt,texto,C-JEP-oral,2969,2.9 KB,2026-04-25T19:25:23,fd0e8e178901990588e1f59a2a061836dacc9db7742b52b6f9b5b0e88a2c37aa,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_293.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_293.txt,.txt,texto,C-JEP-oral,3435,3.4 KB,2026-04-25T19:25:23,35dce6570b87508a5dacba73c950d09902bb07a392fef9317f7785eb421ff9e4,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_294.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_294.txt,.txt,texto,C-JEP-oral,3104,3.0 KB,2026-04-25T19:25:23,c0e2d590efad2c3c3e80a6d638416629c65f8b5fc81a006932f16f2bdd4d4da7,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_295.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_295.txt,.txt,texto,C-JEP-oral,2966,2.9 KB,2026-04-25T19:25:23,0b1830c38d37111098c621c4f97a925d0d79cc3eced8ef203258ddbfb7504d51,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_296.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_296.txt,.txt,texto,C-JEP-oral,3640,3.6 KB,2026-04-25T19:25:23,ba6a597b52433e9ec8d146babeee1d45de75f7d94ae7b5bdd6bf3ed4c6f3c7f9,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_297.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_297.txt,.txt,texto,C-JEP-oral,2792,2.7 KB,2026-04-25T19:25:23,9cc7e8a18c28beb35e9d471e3d5cdfdb71bf39bed29fa0bafa49f04da1a6541a,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_298.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_298.txt,.txt,texto,C-JEP-oral,2714,2.7 KB,2026-04-25T19:25:23,790db529b84c66c35ecc72d230542811e30b97fe482f7e21ceaaf07798063872,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_299.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_299.txt,.txt,texto,C-JEP-oral,1345,1.3 KB,2026-04-25T19:25:23,b1718f258ffda851ac79ee1e7ed58699a96f181eda7cecd2176c81b5acbdb3f1,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_300.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_300.txt,.txt,texto,C-JEP-oral,783,783 B,2026-04-25T19:25:23,1b4e57833c30aeb8f3bd1671205c8d27347082932d266d4cc4b4c2d6ae518987,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_301.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_301.txt,.txt,texto,C-JEP-oral,764,764 B,2026-04-25T19:25:23,657c097e2a1997a9e14e83556918c22fcf9cf79d0c4cd79ec7f0e38fade44abb,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_302.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_302.txt,.txt,texto,C-JEP-oral,2761,2.7 KB,2026-04-25T19:25:23,aa88a2f8c95efbcade4d9263f64f37ccae5cee527ae06f6247bcf6d91d459b3d,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_303.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_303.txt,.txt,texto,C-JEP-oral,3001,2.9 KB,2026-04-25T19:25:23,376e95feec08826c926391ad09fd0d930c6a4431f8f97f7797710b8b4031afaa,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_304.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_304.txt,.txt,texto,C-JEP-oral,242,242 B,2026-04-25T19:25:23,0c2d33a5ccb385efc4b3c460ed44885798299d690636b909dd2e1e459b8a3c95,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_305.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_305.txt,.txt,texto,C-JEP-oral,2573,2.5 KB,2026-04-25T19:25:23,8c00692e3b0e00503bc7beca2c18c8c4a53295b383065bae2e805bbe9fd63a73,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_306.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_306.txt,.txt,texto,C-JEP-oral,2498,2.4 KB,2026-04-25T19:25:23,648cadad1cf56765194d7e51215a035b2112a625ac19eede264a9277080b978f,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_307.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_307.txt,.txt,texto,C-JEP-oral,2962,2.9 KB,2026-04-25T19:25:23,157f3804d9cfc007f5d34c1b34571df5f4b3206d16a540421afafc7347b323ed,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_308.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_308.txt,.txt,texto,C-JEP-oral,2889,2.8 KB,2026-04-25T19:25:23,0e5b36249db4761711fa68042e1f907598e9884ee3e99d9fb7b0d321befdb8db,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_309.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_309.txt,.txt,texto,C-JEP-oral,159,159 B,2026-04-25T19:25:23,9b8032bd3c175789cca87685f4a2a2b3a391eec6a9a6ee64a4a13eeb0d7bb032,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_31.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_31.txt,.txt,texto,C-JEP-oral,1329,1.3 KB,2026-04-25T19:25:22,59c0286e47659311804d6944d0e770ae7f1c657ecc5ef0f456ef4b7d393906d1,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_310.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_310.txt,.txt,texto,C-JEP-oral,3267,3.2 KB,2026-04-25T19:25:23,c604f91f10d6a392bfa6cbe16ab4be4c9a2ea816c9a4f9371d8c03b944238a30,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_311.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_311.txt,.txt,texto,C-JEP-oral,3844,3.8 KB,2026-04-25T19:25:23,26297558bfd595727460f2e0bd6f116c6ea0c6320ae000f88eb9584879199bf9,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_312.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_312.txt,.txt,texto,C-JEP-oral,2725,2.7 KB,2026-04-25T19:25:23,f148820082fdd53f5739c9229b8fdd77d7ff3f851da22169622b32f1c63b69b5,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_313.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_313.txt,.txt,texto,C-JEP-oral,2931,2.9 KB,2026-04-25T19:25:23,398334a5169007297438e81193ab462bc352ac1458d653e986e328aa17a0b790,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_314.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_314.txt,.txt,texto,C-JEP-oral,3071,3.0 KB,2026-04-25T19:25:23,547f169a49bf6a4d634f4eb1a8eb2835c3d6c26d59ff8deba6e818f2d1f1b6fb,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_315.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_315.txt,.txt,texto,C-JEP-oral,2908,2.8 KB,2026-04-25T19:25:23,635835e531b09ea64858e2cc12d33747117dffd6a9e78e4a1c9aad08fc202d0c,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_316.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_316.txt,.txt,texto,C-JEP-oral,463,463 B,2026-04-25T19:25:23,cb8d2b56e762aaf0ff66e478928ae3cd8648d01db6aefd0a838da637d0359070,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_317.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_317.txt,.txt,texto,C-JEP-oral,3558,3.5 KB,2026-04-25T19:25:23,d771ca18a2be9fe8e602e02900a7d601880ee69eeccc7c2c2225b24c8da8b333,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_318.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_318.txt,.txt,texto,C-JEP-oral,3105,3.0 KB,2026-04-25T19:25:23,263c4a3c52ce9251261fb3d7c8f57a6a223c5ba2e676f9db77cedda7bcf1d611,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_319.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_319.txt,.txt,texto,C-JEP-oral,2265,2.2 KB,2026-04-25T19:25:23,ca3a9f6236c7964657f8f508d2ae7f9dec7c1d8f1fec52c7850b9ec3c4de9bb8,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_32.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_32.txt,.txt,texto,C-JEP-oral,539,539 B,2026-04-25T19:25:22,4a75c5f964644357fd75ebcf2f8cf4493b948888753f30e91055ed1cc355f7a4,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_320.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_320.txt,.txt,texto,C-JEP-oral,2689,2.6 KB,2026-04-25T19:25:23,c71713ebca52263e1b6a0affc0e860b53bd0fecb7a71ef04af603d175a6fda5f,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_321.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_321.txt,.txt,texto,C-JEP-oral,2800,2.7 KB,2026-04-25T19:25:23,14a1d4722ecd71459616e98830970105e059e439db1dc7d32252fe99e19654af,False
